Ano;Nº Convênio;Nome Convenente;UF;Tipo Ente Convenente;Objeto Convênio;Situação Convênio;Nome Concedente;Valor Convênio;Valor Contrapartida;Valor Liberado;Valor Última Liberação;Data Publicação;Data Início Vigência;Data Fim Vigência
2009;704008;FUNDACAO CULTURAL NIPONICA BRASILEIRA;CE;Municipal;Sana 9 - Super Amostra Nacional De Animes 2009;Prestação de Contas em Análise;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 200.000,00;R$ 22.500,00;R$ 200.000,00;R$ 200.000,00;11/08/2009;10/07/2009;18/10/2009
2009;704007;CENTRO ECOLOGICO AROEIRA;CE;Municipal;Apoio A Iniciativas De Turismo De Base Comunitaria No Municipio De Quixada, Estado Do Ceara.;Prestação de Contas em Análise;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 121.500,00;R$ 13.500,00;R$ 121.500,00;R$ 121.500,00;27/08/2009;30/07/2009;13/11/2010
2009;704006;SOCIEDADE ANGRENSE DE PROTECAO ECOLOGICA;RJ;Municipal;Apoio A Iniciativa De Turismo De Base Comunitaria Com Implementacao Do Projeto De Consolidacao Do Ecoturismo De Base Comunitaria Na Regiao Da Trilha Do Ouro,Nos Municipios De Angra Dos Reis - Rj, Sao Jose Do Barreiro - Sp E Paraty - Rj.;Prestação de Contas enviada para Análise;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 150.000,00;R$ 17.100,00;R$ 150.000,00;R$ 150.000,00;29/07/2009;16/07/2009;31/12/2010
2009;703997;MUNICIPIO DE JAGUARIUNA;SP;Municipal;Festival De Inverno De Jaguariuna;Prestação de Contas Aprovada;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 400.000,00;R$ 17.000,00;R$ 400.000,00;R$ 400.000,00;27/08/2009;08/07/2009;29/11/2009
2009;703993;MUNICIPIO DE GOIANIA;GO;Municipal;Elaboracao Do Plano De Desenvolvimento Integrado Do Turismo Sustentavel (Pdits) Da Area Turistica Do Municipio De Goiania.;Prestação de Contas enviada para Análise;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 240.480,00;R$ 10.020,00;R$ 240.480,00;R$ 240.480,00;28/07/2009;08/07/2009;08/05/2012
2009;703963;ARTE, VIDA E ESPORTE SOB MEDIDA;RJ;Municipal;Festival De Surf De Saquarema Saquarema Surf Pro International;Prestação de Contas em Análise;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 300.000,00;R$ 33.333,33;R$ 300.000,00;R$ 300.000,00;29/07/2009;07/07/2009;30/09/2009
2009;703962;SAO BENTO PREFEITURA;PB;Municipal;Arraia Balancando A Rede;Prestação de Contas em Complementação;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 300.000,00;R$ 15.000,00;R$ 300.000,00;R$ 300.000,00;24/07/2009;07/07/2009;10/10/2009
2009;703961;ILHABELA PREFEITURA;SP;Municipal;36A Semana Internacional De Vela De Ilhabela.;Prestação de Contas em Análise;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 192.000,00;R$ 8.000,00;R$ 192.000,00;R$ 192.000,00;24/07/2009;07/07/2009;25/10/2009
2009;703951;CASEARA PREFEITURA MUNICIPAL;TO;Municipal;Praia Caseara Verao 2009;Prestação de Contas em Análise;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 150.000,00;R$ 10.500,00;R$ 150.000,00;R$ 150.000,00;24/07/2009;06/07/2009;27/11/2009
2009;703944;INSTITUTO DE PESQUISA E ACAO MODULAR-IPAM;DF;Municipal;Brasilia Multisport - Desafio No Cerrado;Inadimplente;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 299.970,00;R$ 33.370,00;R$ 299.970,00;R$ 299.970,00;15/07/2009;03/07/2009;30/09/2009
2009;703943;FUNDACAO COMISSAO DE TURISMO INTEGRADO DO NORDESTE;PE;Municipal;Revivendo O Sao Joao De Panelas - 2009;Prestação de Contas em Análise;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 200.000,00;R$ 23.000,00;R$ 200.000,00;R$ 200.000,00;15/07/2009;03/07/2009;30/08/2009
2009;703942;PREFEITURA MUNICIPAL DE COUTO MAGALHAES;TO;Municipal;Verao 2009 Na Praia Porto Franco Do Araguaia, Em Couto De Magalhaes To.;Aguardando Prestação de Contas;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 100.000,00;R$ 4.200,00;R$ 100.000,00;R$ 100.000,00;15/07/2009;03/07/2009;04/09/2009
2009;703940;FERRAZ DE VASCONCELOS PREFEITURA;SP;Municipal;5A Festa Julina De Ferraz De Vasconcelos;Prestação de Contas em Complementação;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 120.000,00;R$ 12.000,00;R$ 120.000,00;R$ 120.000,00;06/11/2009;03/07/2009;26/01/2010
2009;703939;CURRAL VELHO PREFEITURA;PB;Municipal;Realizacao Do Sao Pedro 2009.;Prestação de Contas em Análise;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 200.000,00;R$ 10.530,00;R$ 200.000,00;R$ 200.000,00;06/08/2009;03/07/2009;20/11/2009
2009;703937;PREFEITURA MUNICIPAL DE GRANJEIRO;CE;Municipal;Granjeiro Molhado;Prestação de Contas em Análise;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 150.000,00;R$ 7.500,00;R$ 150.000,00;R$ 150.000,00;15/07/2009;03/07/2009;20/09/2009
2009;703936;ITAJA PREFEITURA;RN;Municipal;Itaja Festeiro;Inadimplente;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 150.000,00;R$ 7.500,00;R$ 150.000,00;R$ 150.000,00;23/07/2009;03/07/2009;20/09/2009
2009;703932;EMPRESA DE TURISMO DE PERNAMBUCO S/A;PE;Municipal;X Fenearte - Feira Nacional De Negocios Do Artesanato;Prestação de Contas Aprovada;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 150.000,00;R$ 35.000,00;R$ 150.000,00;R$ 150.000,00;04/09/2009;03/07/2009;06/12/2009
2009;703931;PREFEITURA MUNICIPAL DE ITACAJA;TO;Municipal;Ix Rally Das Aguas;Prestação de Contas enviada para Análise;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 200.000,00;R$ 9.999,40;R$ 200.000,00;R$ 200.000,00;24/07/2009;02/07/2009;01/10/2009
2009;703930;MUNICIPIO DE ARUANA;GO;Municipal;Promocao Da Temporada De Ferias Do Rio Araguaia Em Aruana - Go.;Prestação de Contas em Análise;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 300.000,00;R$ 15.000,00;R$ 300.000,00;R$ 300.000,00;14/07/2009;02/07/2009;28/09/2009
2009;703928;MURIBECA PREFEITURA;SE;Municipal;Sao Pedro De Muribeca 2009;Prestação de Contas em Análise;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 250.000,00;R$ 10.950,00;R$ 250.000,00;R$ 250.000,00;17/07/2009;02/07/2009;15/11/2009
2009;703926;PRESIDENTE JANIO QUADROS PREFEITURA;BA;Municipal;Festejo Julino Em Presidente Janio Quadros;Prestação de Contas enviada para Análise;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 150.000,00;R$ 30.000,00;R$ 150.000,00;R$ 150.000,00;24/07/2009;02/07/2009;08/01/2010
2009;703917;ASSOCIACAO CASA AZUL;SP;Municipal;Vii Festa Literaria Internacional De Paraty;Inadimplente;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 300.000,00;R$ 16.000,00;R$ 300.000,00;R$ 300.000,00;03/08/2009;01/07/2009;10/11/2009
2009;703915;MUNICIPIO DE VARGEM GRANDE PAULISTA;SP;Municipal;16O Arraia Da Melhor Idade;Prestação de Contas enviada para Análise;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 100.000,00;R$ 20.999,90;R$ 100.000,00;R$ 100.000,00;03/08/2009;01/07/2009;01/11/2009
2009;703914;MUNICIPIO DE SANTA FE DO ARAGUAIA;TO;Municipal;Temporada De Praia Pontao Verao 2009;Prestação de Contas em Análise;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 100.000,00;R$ 6.383,00;R$ 100.000,00;R$ 100.000,00;21/08/2009;01/07/2009;02/11/2009
2009;703912;ASSOCIACAO INTEGRADA DE DEFICIENTES E AMIGOS - AINDA;SP;Municipal;Capacitar Adolescentes E Jovens, Com Necessidades Especiais, Susceptiveis A Exploracao Sexual, Como Agentes Multiplicadores, Visando Desperta-Los Para As Atividades Turisticas Locais.;Prestação de Contas em Análise;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 251.708,40;R$ 27.967,60;R$ 251.708,40;R$ 251.708,40;24/07/2009;08/07/2009;30/07/2010
2009;703911;SINDICATO DE EMPRESAS DE PROMOCAO, ORGANIZACAO E MONTAGEM DE;MG;Municipal;37O Encontro Da Moda Feminina;Inadimplente;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 180.000,00;R$ 27.000,00;R$ 180.000,00;R$ 180.000,00;24/07/2009;01/07/2009;01/09/2009
2009;703885;MUNICIPIO DE IPAMERI;GO;Municipal;6O Mocajee Cross;Prestação de Contas em Análise;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 100.000,00;R$ 8.800,00;R$ 100.000,00;R$ 100.000,00;23/07/2009;26/06/2009;30/09/2009
2009;703878;MUNICIPIO DE ARAGUATINS (PREFEITURA MUNICIPAL);TO;Municipal;Temporada De Verao 2009 De Araguatins/To;Prestação de Contas em Análise;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 250.000,00;R$ 12.000,00;R$ 250.000,00;R$ 250.000,00;14/07/2009;26/06/2009;30/09/2009
2009;703877;MUNICIPIO DE PIRAPOZINHO;SP;Municipal;21A Festa Junina De Pirapozinho Fejupi.;Prestação de Contas em Complementação;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 108.450,00;R$ 4.800,00;R$ 108.450,00;R$ 108.450,00;17/07/2009;26/06/2009;28/08/2009
2009;703873;SECRETARIA DE ESTADO DE DESENVOLVIMENTO AGROPECUARIO E DA PES;PA;Estadual;Apoio A Feira Frutal Amazonia 2009/Ix Flor Para;Inadimplente;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 270.000,00;R$ 30.000,00;R$ 270.000,00;R$ 270.000,00;25/08/2009;25/06/2009;26/10/2009
2009;703872;PREFEITURA MUNICIPAL DE JAGUARETAMA;CE;Municipal;Festival Junino No Municipio De Jaguaretama/Ce;Prestação de Contas em Análise;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 100.000,00;R$ 5.000,00;R$ 100.000,00;R$ 100.000,00;13/07/2009;25/06/2009;19/10/2009
2009;703871;MUNICIPIO DE VARZEA ALEGRE - PREFEITURA MUNICIPAL;CE;Municipal;Varzea Alegre Junino;Prestação de Contas enviada para Análise;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 150.000,00;R$ 7.500,00;R$ 150.000,00;R$ 150.000,00;16/07/2009;25/06/2009;16/09/2009
2009;703870;ARAGUANA PREFEITURA MUNICIPAL;TO;Municipal;Festival De Veraneio De Araguana 2009.;Prestação de Contas em Análise;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 200.000,00;R$ 23.000,00;R$ 200.000,00;R$ 200.000,00;23/07/2009;25/06/2009;24/09/2009
2009;703869;PREFEITURA MUNICIPAL DE ITAPORANGA - PARAIBA;PB;Municipal;Sao Pedro;Prestação de Contas em Análise;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 300.000,00;R$ 15.000,00;R$ 300.000,00;R$ 300.000,00;23/07/2009;25/06/2009;09/11/2009
2009;703868;MUNICIPIO DE JAGUARIBE;CE;Municipal;Festival Da Juventude No Municipio De Jaguaribe/Ce.;Prestação de Contas em Análise;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 200.000,00;R$ 10.000,00;R$ 200.000,00;R$ 200.000,00;15/07/2009;25/06/2009;20/09/2009
2009;703867;PARARI PREFEITURA;PB;Municipal;Sao Pedro Em Parari;Prestação de Contas em Análise;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 150.000,00;R$ 7.895,00;R$ 150.000,00;R$ 150.000,00;23/07/2009;25/06/2009;14/09/2009
2009;703866;PREFEITURA MUNICIPAL DE AXIXA DO TOCANTINS;TO;Municipal;Arraia Pe De Serra Cuidando Da Natureza A Festa Fica Mais Bonita.;Prestação de Contas em Análise;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 100.000,00;R$ 4.167,00;R$ 100.000,00;R$ 100.000,00;17/07/2009;25/06/2009;28/10/2009
2009;703858;FUNDACAO DO LIVRO E LEITURA DE RIBEIRAO PRETO;SP;Municipal;Realizacao Da 9A Feira Nacional Do Livro De Ribeirao Preto,Sao Paulo.;Prestação de Contas Aprovada com Ressalvas;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 250.000,00;R$ 27.800,00;R$ 250.000,00;R$ 250.000,00;16/07/2009;24/06/2009;14/09/2009
2009;703857;PREMIUM AVANCA BRASIL;GO;Municipal;Realizacao Da 5O Edicao Goiana Do Evento So Para Mulheres;Inadimplente;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 300.000,00;R$ 26.700,00;R$ 300.000,00;R$ 300.000,00;15/07/2009;25/06/2009;31/10/2009
2009;703856;PREMIUM AVANCA BRASIL;GO;Municipal;Xxx Expomineiros;Inadimplente;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 300.000,00;R$ 34.000,00;R$ 300.000,00;R$ 300.000,00;14/07/2009;24/06/2009;09/12/2009
2009;703855;MUNICIPIO DE JAGUARIBE;CE;Municipal;3O Festvale - Festival De Quadrilhas Juninas De Jaguaribe;Prestação de Contas enviada para Análise;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 100.000,00;R$ 4.300,00;R$ 100.000,00;R$ 100.000,00;14/07/2009;25/06/2009;28/11/2009
2009;703854;MUNICIPIO DE AFOGADOS DA INGAZEIRA;PE;Municipal;Festa De Sao Joao De Afogados Ingazeira - Pe;Prestação de Contas em Análise;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 200.000,00;R$ 20.000,00;R$ 200.000,00;R$ 200.000,00;06/08/2009;25/06/2009;12/11/2009
2009;703853;PREFEITURA MUNICIPAL DE SEBASTIANOPOLIS DO SUL;SP;Municipal;Juninao 2009.;Prestação de Contas em Análise;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 200.000,00;R$ 20.000,00;R$ 200.000,00;R$ 200.000,00;23/07/2009;25/06/2009;26/08/2009
2009;703852;AGUA BRANCA PREFEITURA MUNICIPAL;PB;Municipal;Festa De Sao Pedro No Municipio De Agua Branca;Prestação de Contas em Análise;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 250.000,00;R$ 50.000,00;R$ 250.000,00;R$ 250.000,00;07/08/2009;24/06/2009;01/11/2009
2009;703851;MARCO PREFEITURA;CE;Municipal;46O 'Chitao Maravilha Do Marco';Prestação de Contas em Análise;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 200.000,00;R$ 35.295,00;R$ 200.000,00;R$ 200.000,00;20/08/2009;25/06/2009;16/11/2009
2009;703850;SANTA CRUZ PREFEITURA;PB;Municipal;Festa De Sao Joao 2009.;Prestação de Contas em Análise;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 100.000,00;R$ 5.000,00;R$ 100.000,00;R$ 100.000,00;15/07/2009;24/06/2009;25/08/2009
2009;703849;BEBERIBE PREFEITURA;CE;Municipal;Festival Junino De Beberibe-Ce;Prestação de Contas Aprovada com Ressalvas;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 300.000,00;R$ 12.500,00;R$ 300.000,00;R$ 300.000,00;16/07/2009;25/06/2009;14/11/2009
2009;703848;MUNICIPIO DO RECIFE;PE;Municipal;Sao Joao Do Recife 2009;Prestação de Contas enviada para Análise;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 322.000,00;R$ 28.000,00;R$ 322.000,00;R$ 100.000,00;16/07/2009;24/06/2009;01/11/2009
2009;703845;MUNICIPIO DE MIRACEMA DO TOCANTINS;TO;Municipal;28A Expoagro Miracema.;Prestação de Contas em Análise;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 200.000,00;R$ 8.334,00;R$ 200.000,00;R$ 200.000,00;02/07/2009;24/06/2009;24/08/2009
2009;703844;MUNICIPIO DE PARAMBU;CE;Municipal;Festa Junina No Municipio De Parambu;Prestação de Contas em Análise;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 300.000,00;R$ 125.000,00;R$ 300.000,00;R$ 300.000,00;16/07/2009;24/06/2009;23/11/2009
2009;703843;MUNICIPIO DE JARDIM DO SERIDO;RN;Municipal;1O Joao Pedro No Meu Jardim - O Povo Acende A Fogueira;Prestação de Contas em Análise;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 100.000,00;R$ 6.500,00;R$ 100.000,00;R$ 100.000,00;15/07/2009;24/06/2009;04/09/2009
2009;703842;MUNICIPIO DE VERTENTE DO LERIO;PE;Municipal;Arraial Junino De Vertente Do Lerio;Prestação de Contas em Análise;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 100.000,00;R$ 10.000,00;R$ 100.000,00;R$ 100.000,00;15/07/2009;24/06/2009;27/08/2009
2009;703841;MUNICIPIO DE MIRASSOLANDIA;SP;Municipal;Juninao De Santo Antonio 2009.;Prestação de Contas em Análise;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 100.000,00;R$ 10.000,00;R$ 100.000,00;R$ 100.000,00;16/07/2009;24/06/2009;26/08/2009
2009;703840;MUNICIPIO DE TRAMANDAI;RS;Municipal;20A Festa Nacional Do Peixe E A 5A Fest Doce;Prestação de Contas em Análise;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 300.000,00;R$ 13.446,14;R$ 300.000,00;R$ 300.000,00;14/07/2009;24/06/2009;19/09/2009
2009;703839;MUNICIPIO DE TAPEROA;PB;Municipal;Festa De Sao Joao 2009.;Prestação de Contas em Análise;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 100.000,00;R$ 5.000,00;R$ 100.000,00;R$ 100.000,00;23/07/2009;24/06/2009;24/08/2009
2009;703838;POMBOS PREFEITURA;PE;Municipal;Festa De Sao Pedro;Inadimplente;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 100.000,00;R$ 5.000,00;R$ 100.000,00;R$ 100.000,00;29/07/2009;24/06/2009;30/08/2009
2009;703836;MUNICIPIO DE ITAPETIM;PE;Municipal;Festa De Sao Joao De Itapetim- Pe;Prestação de Contas em Análise;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 100.000,00;R$ 5.000,00;R$ 100.000,00;R$ 100.000,00;15/07/2009;24/06/2009;29/08/2009
2009;703835;MUNICIPIO DE SAPE;PB;Municipal;Sao Joao;Prestação de Contas em Análise;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 400.000,00;R$ 19.298,20;R$ 400.000,00;R$ 400.000,00;23/07/2009;24/06/2009;01/11/2009
2009;703834;ALAGOA GRANDE PREFEITURA;PB;Municipal;Realizacao Da Festa De Sao Joao 2009.;Prestação de Contas Aprovada com Ressalvas;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 100.000,00;R$ 5.000,00;R$ 100.000,00;R$ 100.000,00;20/11/2009;24/06/2009;05/01/2010
2009;703833;POCO DANTAS PREFEITURA MUNICIPAL;PB;Municipal;Joao Pedro;Aguardando Prestação de Contas;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 100.000,00;R$ 4.500,00;R$ 100.000,00;R$ 100.000,00;16/07/2009;23/06/2009;04/11/2009
2009;703832;MUNICIPIO DE NOSSA SENHORA DO SOCORRO;SE;Municipal;Forro Siri 2009;Prestação de Contas em Análise;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 250.000,00;R$ 22.000,00;R$ 250.000,00;R$ 250.000,00;16/07/2009;23/06/2009;29/08/2009
2009;703829;UIRAUNA PREFEITURA;PB;Municipal;Festa De Sao Joao 2009.;Prestação de Contas em Análise;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 150.000,00;R$ 7.500,00;R$ 150.000,00;R$ 150.000,00;16/07/2009;23/06/2009;26/08/2009
2009;703828;MUNICIPIO DE OROBO;PE;Municipal;Festividades De Sao Joao;Prestação de Contas em Análise;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 150.000,00;R$ 7.000,00;R$ 150.000,00;R$ 150.000,00;16/07/2009;23/06/2009;30/08/2009
2009;703827;AREIA BRANCA PREFEITURA;SE;Municipal;Sao Joao De Pe No Chao;Prestação de Contas enviada para Análise;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 550.000,00;R$ 22.916,67;R$ 550.000,00;R$ 550.000,00;15/07/2009;23/06/2009;28/08/2009
2009;703826;EMPRESA ESTADUAL DE TURISMO - AMAZONASTUR;AM;Municipal;A Realizacao Do Xliv Festival Folclorico De Parinitns.;Prestação de Contas em Análise;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 150.000,00;R$ 16.670,00;R$ 150.000,00;R$ 150.000,00;20/08/2009;23/06/2009;31/12/2009
2009;703825;FUNDACAO DE CULTURA ASSISTENCIA SOCIAL E SAUDE DA PARAIBA;PB;Municipal;Arraial Do Cariri Em Pocinhos;Prestação de Contas enviada para Análise;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 250.000,00;R$ 12.500,00;R$ 250.000,00;R$ 250.000,00;16/07/2009;23/06/2009;28/08/2009
2009;703824;SAO MAMEDE PREFEITURA;PB;Municipal;#NOME?;Prestação de Contas em Análise;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 400.000,00;R$ 20.000,00;R$ 400.000,00;R$ 400.000,00;16/07/2009;23/06/2009;18/11/2009
2009;703823;GABRIEL MONTEIRO PREFEITURA;SP;Municipal;Realizacao Da 71A Festa De Sao Pedro.;Prestação de Contas em Análise;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 100.000,00;R$ 4.200,00;R$ 100.000,00;R$ 100.000,00;15/07/2009;23/06/2009;12/09/2009
2009;703822;DESTERRO PREFEITURA;PB;Municipal;Realizacao Do Joao Pedro 2009.;Prestação de Contas em Análise;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 280.000,00;R$ 12.000,00;R$ 280.000,00;R$ 280.000,00;15/07/2009;23/06/2009;25/10/2009
2009;703819;MUNICIPIO DE HIDROLANDIA/PREFEITURA MUNICIPAL;CE;Municipal;Festival Do Xique-Xique De Quadrilhas Juninas;Aguardando Prestação de Contas;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 150.000,00;R$ 12.770,00;R$ 150.000,00;R$ 150.000,00;15/07/2009;23/06/2009;14/11/2009
2009;703816;ASSOCIACAO SERGIPANA DE BLOCOS DE TRIO;SE;Municipal;Sao Pedro De Barra Dos Coqueiros/2009;Prestação de Contas em Análise;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 250.000,00;R$ 10.500,00;R$ 250.000,00;R$ 250.000,00;15/07/2009;22/06/2009;29/08/2009
2009;703815;MUNICIPIO DE PALMAS;TO;Municipal;Realizar Os Tradicionais Eventos Culturais:17Oarraia Da Capital E Projeto Palmas Verao.;Prestação de Contas enviada para Análise;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 550.000,00;R$ 50.000,00;R$ 550.000,00;R$ 550.000,00;14/07/2009;22/06/2009;30/09/2009
2009;703814;SAO JOAO DO TIGRE PREFEITURA;PB;Municipal;Festas Juninas No Municipio De Sao Joao Do Tigre/Pb.;Aguardando Prestação de Contas;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 100.000,00;R$ 4.500,00;R$ 100.000,00;R$ 100.000,00;23/07/2009;22/06/2009;25/08/2009
2009;703813;ASSOCIACAO SERGIPANA DE BLOCOS DE TRIO;SE;Municipal;Festejos Juninos De Umbauba;Prestação de Contas em Análise;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 100.000,00;R$ 5.190,00;R$ 100.000,00;R$ 100.000,00;15/07/2009;22/06/2009;25/08/2009
2009;703812;MUNICIPIO DE IELMO MARINHO;RN;Municipal;Festejos Juninos.;Prestação de Contas em Análise;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 100.000,00;R$ 4.200,00;R$ 100.000,00;R$ 100.000,00;15/07/2009;22/06/2009;31/08/2009
2009;703811;FUNDACAO CULTURAL MUSEU ETNICO DO NORDESTE - FUNET;PB;Municipal;Sao Joao De Santo Andre;Prestação de Contas em Análise;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 150.000,00;R$ 6.250,00;R$ 150.000,00;R$ 150.000,00;15/07/2009;22/06/2009;24/10/2009
2009;703810;POMBOS PREFEITURA;PE;Municipal;Sao Joao Do Repente;Inadimplente;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 100.000,00;R$ 10.000,00;R$ 100.000,00;R$ 100.000,00;15/07/2009;22/06/2009;23/08/2009
2009;703809;SABOEIRO PREFEITURA;CE;Municipal;Festival Junino De Saboeiro;Prestação de Contas Aprovada;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 150.000,00;R$ 6.250,00;R$ 150.000,00;R$ 150.000,00;03/08/2009;22/06/2009;17/11/2009
2009;703808;MUNICIPIO DE TANABI;SP;Municipal;Tanabi Rodeio Show;Prestação de Contas em Análise;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 300.000,00;R$ 124.625,00;R$ 300.000,00;R$ 300.000,00;15/07/2009;22/06/2009;23/08/2009
2009;703807;MAMANGUAPE PREFEITURA;PB;Municipal;Sao Joao;Aguardando Prestação de Contas;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 200.000,00;R$ 10.000,00;R$ 200.000,00;R$ 200.000,00;15/07/2009;22/06/2009;29/08/2009
2009;703806;ASSOCIACAO BRASILEIRA DE BARES E RESTAURANTES SECCIONAL-RIO G;RS;Municipal;Evento Viagem Pelos Sabores A Importancia Da Gastronomia Para O Fortalecimento Do Turismo No Rio Grande Do Sul;Prestação de Contas em Análise;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 150.000,00;R$ 39.524,00;R$ 150.000,00;R$ 150.000,00;15/07/2009;22/06/2009;31/08/2009
2009;703805;MATARACA PREFEITURA;PB;Municipal;Festejos Juninos;Prestação de Contas em Análise;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 100.000,00;R$ 5.365,00;R$ 100.000,00;R$ 100.000,00;15/07/2009;22/06/2009;03/11/2009
2009;703803;CRISTINAPOLIS PREFEITURA;SE;Municipal;Forro Da Chapada 2009;Prestação de Contas em Complementação;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 300.000,00;R$ 20.000,00;R$ 300.000,00;R$ 300.000,00;15/07/2009;22/06/2009;09/11/2009
2009;703796;MUNICIPIO DE VALENTE;BA;Municipal;Arraia Do Boi Valente;Aguardando Prestação de Contas;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 150.000,00;R$ 10.000,00;R$ 150.000,00;R$ 150.000,00;17/07/2009;19/06/2009;20/07/2009
2009;703795;FUNDACAO COMISSAO DE TURISMO INTEGRADO DO NORDESTE;PE;Municipal;Sao Joao De Nazare Da Mata;Prestação de Contas em Análise;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 300.000,00;R$ 33.334,00;R$ 300.000,00;R$ 300.000,00;15/07/2009;19/06/2009;20/10/2009
2009;703794;MUNICIPIO DE JARDIM;CE;Municipal;Xxi Sao Joao Pe De Serra De Jardim;Prestação de Contas enviada para Análise;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 150.000,00;R$ 7.000,00;R$ 150.000,00;R$ 150.000,00;15/07/2009;19/06/2009;27/08/2009
